nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,crop,disease_risk
54.15200317631901,34.105433041315884,21.392604323811973,26.067059488535584,53.23101953343155,6.630242985833465,23.83315891951532,millet,Medium
39.23586581404896,57.285896547830866,54.43900655316757,29.52867712027559,49.72502419592641,5.97279024964353,90.50068349510074,groundnut,Low
125.40726553839727,49.7003145959885,48.564093170322195,25.830494683511823,57.93284997611044,7.598596252637849,60.10705841198471,cotton,Low
117.72836639439942,55.770897112986745,37.56970927522204,15.9896543986373,74.37374331772928,6.995024118834687,60.595666586130484,wheat,Low
126.92939149716568,50.362061316126514,50.236025098349366,26.43575011372453,74.21481893589954,6.707832730912472,149.74493902142618,sugarcane,Low
48.70103682394287,68.25115680712801,51.68511040933801,23.706460838951283,61.2521787941447,6.457999398838352,123.39340349914332,soybean,Medium
59.70785302047982,31.846212848487014,48.28670056195168,27.18264212137186,63.808226681885124,6.410597175881396,86.39517107794887,soybean,Low
86.68119564621342,41.67824040133295,48.68888037370921,22.8655724179369,70.20186046374398,5.758716653711327,302.24828519761286,rice,High
96.12611276421089,43.225309469783696,52.245285201501105,26.224371800970722,65.19417806987497,6.746966462911027,77.16029715947374,cotton,Low
116.24617687550439,59.27887983998911,43.10594988191688,28.169292401839066,57.23832263353118,6.167459080364861,69.8968328950149,maize,Low
119.55362118504478,34.29849665866476,43.60407536688855,27.345983106636627,54.749908686766034,7.180729216217338,84.24936349373174,cotton,Medium
138.30441114037347,60.04371780982245,67.10161429374018,26.049030517621116,74.01700138304585,6.36978999370292,171.56278721369767,sugarcane,High
22.349527213436403,67.54902490816801,47.52723302795503,27.56478548105752,69.21770930454935,6.540784429683223,53.16983425311833,groundnut,Low
75.1635455312015,25.439356192796318,19.724542516076635,21.46933357687876,44.6907858493814,7.062037525372152,60.34367700771056,millet,Low
67.16890104239303,51.788129460963795,13.164851131042667,25.353370363846828,24.65525448420177,5.972263262191342,44.185787610228665,millet,Medium
121.05512966362119,61.34361778401471,66.55907670826366,28.23681443148827,73.6352764516613,6.5638178363575355,202.33644142548746,sugarcane,High
75.82471056796513,39.2548644688995,28.96117799622096,24.55491172521947,71.62205081661355,5.991672478908524,151.21989428677668,maize,High
107.92497076975434,35.47091918643604,87.89325539653157,27.071470342218312,56.53603389574941,7.02807514196875,86.93789647204726,cotton,Medium
103.26525590339449,41.19821519986065,41.39008852761241,19.95022308641618,64.35840876147073,5.940480075902465,59.58238247255952,maize,Low
113.78811096543846,40.65176694176017,48.269056759843316,22.76256296433619,62.0904200133635,7.109036092227792,51.18985237399754,maize,Low
43.79794398180286,32.316265592615316,17.630098479366616,27.11052558726077,56.69594264694656,6.494532461713069,55.0652543889305,millet,Low
110.43103711825448,36.30789788296714,38.661894074284675,18.436563593304722,60.087019479933474,7.435450771217438,93.52456749030151,wheat,Low
81.38118887705839,29.050533331385896,43.397168985386486,30.87568541261931,54.315806776400045,6.617458668814507,40.70684822209887,millet,Low
139.58435221319118,46.498142781650905,54.77936879716968,26.61368955030084,66.1296905005615,6.521386178164838,180.91648022150295,sugarcane,Medium
150.0,60.0093644129296,74.02467353077483,25.322838681036995,70.1400749296094,6.725964033924847,166.44163892448498,sugarcane,Medium
23.15648265884751,80.01357519605418,52.147319519834646,28.1535386869888,70.80795124582014,6.335805511868576,112.0906137242743,groundnut,Medium
73.1213201506441,51.128706726380244,53.388533014394184,30.726328820133208,70.55060330284815,6.480198141573973,128.86441484998284,soybean,Low
132.74371845430383,32.75521310537052,65.54584915271613,29.37761248238631,74.00972449198133,6.144223520243943,150.04900970169726,sugarcane,Medium
34.85923367567119,38.55194438552408,31.822170595698847,27.529427281313936,52.26472238609711,6.312987174818697,84.16879978272176,millet,Low
68.29061490638766,68.03281191566705,54.31474205668927,29.294741416652315,90.33767094327969,6.615281656318874,102.73504439999317,maize,Medium
55.768970787339974,54.16936468031693,30.61630510563216,24.30769470956216,46.7985338935318,6.293765083853833,39.17137460270915,millet,Low
106.19917046903235,53.90693380144484,72.30990513177164,26.723886940881147,68.98783847331676,6.215446308072813,96.27142668512691,maize,Low
89.72230296011415,41.53609633295834,48.872622724057074,28.572978869606057,81.04036882021944,5.798988254144876,219.23935168389244,rice,Medium
58.37123757329415,62.177107273329455,45.11561807664729,25.526626731505445,72.00404039875528,6.078717441582935,107.25830983849215,soybean,Medium
141.71763004431398,52.41534053367908,61.69337396046711,28.23485726185465,73.95951456264076,6.9195451979207965,211.0731377452597,sugarcane,Medium
102.45503724816368,34.726994089093594,45.85879484663271,26.545598765175484,83.48932351780202,5.8600622522140835,201.62556401839024,rice,High
103.70376939349875,35.36185259183586,62.91226282751426,23.366052239730315,77.03871787576084,6.346946202726471,210.94084432393893,rice,High
69.81962989236756,50.239645840417516,49.82035498362855,23.216758904266083,55.83945666813968,6.645433709538476,55.22296717662183,soybean,Low
105.28786727912629,24.155233114502465,50.36378060411822,25.013866662435078,63.26207324149748,6.300302202981838,129.2714013300775,maize,Low
114.37578729763064,50.61993172221296,42.748896258468434,18.69836022882049,58.94588818387259,7.277836888205492,35.251957375536165,wheat,Low
